10505,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10506,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308
10539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0
10542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10579,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10642,0.015151515151515152,0.008849557522123894,0.01764705882352941,0.015625,0.00819672131147541,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0
11008,0.09595959595959595,0.12389380530973451,0.1588235294117647,0.15104166666666666,0.12295081967213115,0.13425925925925927,0.06395348837209303,0.049019607843137254,0.06372549019607843,0.08333333333333333,0.0970873786407767,0.02912621359223301,0.025252525252525252,0.06190476190476191,0.014423076923076924,0.053763440860215055,0.09345794392523364,0.06565656565656566,0.09345794392523364,0.09340659340659341,0.09595959595959595,0.1588235294117647,0.078125,0.05851063829787234,0.09134615384615384
11012,0.09595959595959595,0.12389380530973451,0.1588235294117647,0.15104166666666666,0.12295081967213115,0.13425925925925927,0.06395348837209303,0.049019607843137254,0.06372549019607843,0.08333333333333333,0.0970873786407767,0.02912621359223301,0.025252525252525252,0.06190476190476191,0.014423076923076924,0.053763440860215055,0.09345794392523364,0.06565656565656566,0.09345794392523364,0.09340659340659341,0.09595959595959595,0.1588235294117647,0.078125,0.05851063829787234,0.09134615384615384
11063,0.015151515151515152,0.008849557522123894,0.0058823529411764705,0.010416666666666666,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0
